,Type,Entity 1,Relationship,Type.1,Entity2
5479,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government
5480,PERSON,Cara Sucia, is ,O, major site located
5481,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region following request
5482,PERSON,Cara Sucia, is ,GPE, major archaeological site located in El Salvador near border with Guatemala in department
5483,GPE,USA, imposed ,O, emergency import restrictions on Property originating under section 303 of Cultural Property Implementation Act
5484,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia under section 303 following request by Government
5485,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating following request by Government
5486,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region
5487,ORG,United States Customs Service, Import Restrictions on ,O, Material
5488,PERSON,Cara Sucia, is ,GPE, major site located in western El Salvador near border with Guatemala in department of Ahuachapán
5489,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property
5490,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request
5491,PERSON,Cara Sucia, is ,GPE, major site located near border with Guatemala in department
5492,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating following request
5493,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia
5494,PERSON,Cara Sucia, is ,O, site
5495,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request by Government
5496,PERSON,Cara Sucia, is ,GPE, site located in western El Salvador near border with Guatemala in department of Ahuachapán
5497,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating following request by Government of El Salvador
5498,PERSON,Cara Sucia, is in ,GPE, collection of Dr. Alberto Luna of Mexico
5499,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating under section 303 following request by Government
5500,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating under section 303 following request by Government
5501,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region following request by Government of El Salvador
5502,PERSON,Cara Sucia, is ,O, archaeological site located near border in department
5503,PERSON,Cara Sucia, is ,O, major site located near border in department of Ahuachapán
5504,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia
5505,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region under section 303 following request by Government of El Salvador
5506,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia following request by Government of El Salvador
5507,PERSON,Cara Sucia, is ,O, major archaeological site located near border in department of Ahuachapán
5508,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia following request
5509,PERSON,Cara Sucia, is ,O, major archaeological site located in western El Salvador near border in department
5510,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region
5511,PERSON,Cara Sucia, is ,GPE, major archaeological site located near border with Guatemala
5512,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region under section 303 of Cultural Property Implementation Act following request
5513,PERSON,Cara Sucia, is ,O, site located in western El Salvador near border
5514,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region following request
5515,PERSON,Cara Sucia, is ,O, archaeological site
5516,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region under section 303
5517,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request
5518,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5519,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia under section 303 following request by Government of El Salvador
5520,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region under section 303 of Cultural Property Implementation Act following request by Government
5521,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region under section 303 following request by Government of El Salvador
5522,PERSON,Cara Sucia, is ,GPE, major archaeological site located in western El Salvador near border with Guatemala
5523,GPE,USA, imposed emergency import restrictions In ,DATE, 1987
5524,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request
5525,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating under section 303 of Cultural Property Implementation Act following request
5526,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region under section 303 of Cultural Property Implementation Act following request
5527,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia under section 303
5528,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia under section 303 following request
5529,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating under section 303
5530,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region following request
5531,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act
5532,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating following request by Government of El Salvador
5533,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia under section 303 following request by Government of El Salvador
5534,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating under section 303 following request
5535,PERSON,Cara Sucia, is ,GPE, major archaeological site located in western El Salvador near border with Guatemala in department
5536,ORG,United States Customs Service, Import ,O, Restrictions
5537,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia under section 303
5538,GPE,El Salvador, has prohibited ,O, export
5539,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government
5540,PERSON,Amaroli, discussed ,O, several of his conclusions
5541,PERSON,Amaroli, discussed ,O, several of his conclusions about looting in Cara Sucia
5542,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region under section 303 of Cultural Property Implementation Act
5543,PERSON,Cara Sucia, is ,GPE, major archaeological site located near border with Guatemala in department of Ahuachapán
5544,PERSON,Cara Sucia, is ,GPE, site located near border with Guatemala in department of Ahuachapán
5545,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government
5546,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia under section 303 following request by Government
5547,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region under section 303 of Cultural Property Implementation Act
5548,PERSON,Cara Sucia, is ,GPE, major site located in western El Salvador near border with Guatemala in department
5549,PERSON,Cara Sucia, is ,O, major archaeological site located in western El Salvador near border in department of Ahuachapán
5550,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia following request
5551,PERSON,Cara Sucia, is ,O, major site located near border
5552,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia following request by Government of El Salvador
5553,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia under section 303 following request
5554,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region under section 303 following request
5555,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5556,PERSON,Cara Sucia, is ,GPE, archaeological site located near border with Guatemala in department
5557,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government
5558,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia following request
5559,PERSON,Cara Sucia, is ,O, site located in western El Salvador near border in department
5560,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region under section 303
5561,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region under section 303 following request
5562,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act
5563,PERSON,Cara Sucia, is ,O, archaeological site located near border
5564,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region under section 303 of Cultural Property Implementation Act
5565,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating under section 303 following request by Government of El Salvador
5566,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region under section 303 following request
5567,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia following request by Government
5568,PERSON,Cara Sucia, is ,GPE, site located in El Salvador near border with Guatemala in department
5569,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating under section 303 of Cultural Property Implementation Act
5570,PERSON,Cara Sucia, is ,O, major site located in El Salvador near border in department
5571,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia under section 303 following request
5572,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region following request by Government
5573,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating following request by Government of El Salvador
5574,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region under section 303
5575,PERSON,Cara Sucia, is ,GPE, site located in western El Salvador near border with Guatemala
5576,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property
5577,GPE,USA, imposed ,O, emergency import restrictions on Property originating following request by Government
5578,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region following request
5579,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region under section 303 of Cultural Property Implementation Act following request
5580,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region under section 303 of Cultural Property Implementation Act following request
5581,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act
5582,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government
5583,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property
5584,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region following request
5585,PERSON,Paul Amaroli, document ,O, looting
5586,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia under section 303
5587,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia under section 303 following request by Government of El Salvador
5588,GPE,El Salvador, has prohibited export Since ,DATE, 1903
5589,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5590,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5591,PERSON,Cara Sucia, is ,GPE, major archaeological site located in El Salvador near border with Guatemala
5592,PERSON,Cara Sucia, is ,GPE, archaeological site located in western El Salvador near border with Guatemala in department of Ahuachapán
5593,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government
5594,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia under section 303 following request by Government
5595,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating under section 303 of Cultural Property Implementation Act
5596,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia following request by Government of El Salvador
5597,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region
5598,PERSON,Herbert J. Spinden, notes ,O, presence
5599,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request
5600,PERSON,Cara Sucia, is ,O, archaeological site located in El Salvador near border
5601,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating
5602,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating under section 303 of Cultural Property Implementation Act following request by Government
5603,PERSON,Cara Sucia, is ,O, major archaeological site located in western El Salvador near border
5604,PERSON,Cara Sucia, is ,GPE, site located in El Salvador near border with Guatemala
5605,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia
5606,PERSON,Cara Sucia, is ,O, site located in El Salvador near border
5607,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia following request
5608,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request
5609,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia following request by Government of El Salvador
5610,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating under section 303 following request by Government of El Salvador
5611,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region under section 303 of Cultural Property Implementation Act
5612,PERSON,Cara Sucia, is ,O, archaeological site located in western El Salvador near border
5613,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region under section 303 following request by Government of El Salvador
5614,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating following request
5615,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia following request by Government
5616,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request
5617,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia under section 303
5618,PERSON,Cara Sucia, is ,GPE, archaeological site located in El Salvador near border with Guatemala in department
5619,PERSON,Cara Sucia, is ,O, archaeological site located in western El Salvador near border in department
5620,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region under section 303 following request by Government
5621,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia following request by Government of El Salvador
5622,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5623,PERSON,Cara Sucia, is ,O, site located near border in department
5624,ORG,United States Customs Service, Import Restrictions on ,O, Material from El Salvador
5625,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating under section 303
5626,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5627,PERSON,Herbert J. Spinden, notes ,O, presence of figurine
5628,PERSON,Paul Amaroli, embarked on ,O, project
5629,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request
5630,PERSON,Cara Sucia, is ,GPE, major archaeological site located in western El Salvador near border with Guatemala in department of Ahuachapán
5631,PERSON,Cara Sucia, is ,O, major archaeological site
5632,PERSON,Amaroli, discussed ,O, several of his conclusions about looting
5633,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region under section 303 following request by Government
5634,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5635,PERSON,Cara Sucia, is ,O, major site located in western El Salvador near border
5636,PERSON,Cara Sucia, is ,O, major archaeological site located near border in department
5637,PERSON,Cara Sucia, is ,GPE, archaeological site located in western El Salvador near border with Guatemala in department
5638,PERSON,Cara Sucia, is ,GPE, archaeological site located in El Salvador near border with Guatemala in department of Ahuachapán
5639,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request by Government
5640,GPE,El Salvador, has prohibited ,O, export of archaeological objects
5641,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region following request by Government of El Salvador
5642,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region following request by Government of El Salvador
5643,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region under section 303 following request by Government of El Salvador
5644,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5645,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia
5646,PERSON,Cara Sucia, is ,O, major archaeological site located near border
5647,PERSON,http://elmundo.com.sv/trafico-de-piezas-arqueologicas-un-negocio-rentable-en-el-salvador, accessed on ,DATE, 23 May 2012
5648,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government
5649,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5650,PERSON,Cara Sucia, is ,O, major archaeological site located in El Salvador
5651,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government
5652,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region following request by Government of El Salvador
5653,PERSON,Cara Sucia, is ,GPE, site located in El Salvador near border with Guatemala in department of Ahuachapán
5654,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region following request by Government of El Salvador
5655,PERSON,Paul Amaroli, embarked In ,DATE, 1986
5656,GPE,USA, imposed ,O, emergency import restrictions on Property
5657,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region under section 303
5658,PERSON,Cara Sucia, is ,O, site located in western El Salvador
5659,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia under section 303 following request
5660,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region
5661,PERSON,Cara Sucia, is ,O, major site
5662,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5663,PERSON,Cara Sucia, is ,O, major site located in western El Salvador
5664,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region under section 303
5665,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region under section 303 following request by Government of El Salvador
5666,PERSON,Amaroli, discussed ,O, several
5667,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia under section 303
5668,PERSON,Cara Sucia, is ,GPE, major site located near border with Guatemala in department of Ahuachapán
5669,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region under section 303 of Cultural Property Implementation Act following request by Government
5670,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region under section 303
5671,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia under section 303 following request by Government of El Salvador
5672,PERSON,Cara Sucia, is ,O, major site located in western El Salvador near border in department of Ahuachapán
5673,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region under section 303 of Cultural Property Implementation Act
5674,GPE,USA, imposed ,O, emergency import restrictions on Property originating following request by Government of El Salvador
5675,GPE,USA, imposed ,O, emergency import restrictions on Property originating under section 303 following request by Government
5676,GPE,USA, imposed ,O, emergency import restrictions on Property originating under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5677,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia under section 303 following request
5678,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia under section 303
5679,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region under section 303 following request by Government
5680,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5681,PERSON,Cara Sucia, is ,GPE, major site located in El Salvador near border with Guatemala in department of Ahuachapán
5682,PERSON,Cara Sucia, is ,O, site located near border
5683,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating under section 303 of Cultural Property Implementation Act
5684,PERSON,Cara Sucia, is ,GPE, site located in western El Salvador near border with Guatemala in department
5685,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia
5686,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating under section 303 of Cultural Property Implementation Act following request
5687,PERSON,Cara Sucia, is ,O, major archaeological site located in El Salvador near border
5688,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5689,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating
5690,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region following request by Government
5691,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region under section 303 of Cultural Property Implementation Act following request by Government
5692,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region following request by Government of El Salvador
5693,PERSON,Cara Sucia, is ,O, archaeological site located near border in department of Ahuachapán
5694,PERSON,Cara Sucia, is ,GPE, major site located in El Salvador near border with Guatemala in department
5695,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia under section 303 following request by Government of El Salvador
5696,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region under section 303 of Cultural Property Implementation Act
5697,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act
5698,GPE,Guatemala, of Coast is ,O, Moraga
5699,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region under section 303 following request
5700,PERSON,Cara Sucia, is ,GPE, major site located in western El Salvador near border with Guatemala
5701,GPE,USA, imposed ,O, emergency import restrictions on Property originating under section 303 of Cultural Property Implementation Act following request
5702,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region under section 303 following request by Government
5703,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia following request
5704,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating under section 303 of Cultural Property Implementation Act following request by Government
5705,PERSON,Cara Sucia, is ,GPE, major site located in El Salvador near border with Guatemala
5706,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request
5707,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region
5708,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia
5709,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region under section 303 following request by Government
5710,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region under section 303 following request by Government of El Salvador
5711,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region under section 303 following request by Government
5712,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region following request by Government
5713,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region following request
5714,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia
5715,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia under section 303 following request by Government of El Salvador
5716,PERSON,Cara Sucia, is ,O, archaeological site located in El Salvador near border in department
5717,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request
5718,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request by Government
5719,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia under section 303 following request
5720,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region following request by Government
5721,PERSON,Cara Sucia, is ,O, major site located in El Salvador
5722,PERSON,Cara Sucia, is ,GPE, site located near border with Guatemala
5723,GPE,USA, imposed ,O, emergency import restrictions on Property originating under section 303 following request
5724,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia following request
5725,GPE,USA, imposed ,O, emergency import restrictions on Property originating
5726,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia following request by Government
5727,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia following request by Government
5728,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia under section 303
5729,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region following request by Government
5730,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia following request
5731,PERSON,Cara Sucia, is ,O, major site located in El Salvador near border in department of Ahuachapán
5732,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region
5733,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region under section 303 following request by Government of El Salvador
5734,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia under section 303
5735,PERSON,Cara Sucia, is ,O, major archaeological site located in El Salvador near border in department
5736,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia under section 303 following request by Government
5737,GPE,USA, imposed ,O, emergency import restrictions on Property originating under section 303 following request by Government of El Salvador
5738,PERSON,Cara Sucia, is ,O, site located
5739,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region following request by Government
5740,PERSON,Cara Sucia, is ,GPE, archaeological site located in El Salvador near border with Guatemala
5741,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region of Cara Sucia under section 303 following request by Government
5742,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region following request
5743,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region under section 303 following request by Government
5744,PERSON,Cara Sucia, is ,GPE, archaeological site located in western El Salvador near border with Guatemala
5745,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia following request by Government of El Salvador
5746,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5747,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia following request by Government
5748,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region
5749,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating
5750,PERSON,Spinden, Notes on ,CARDINAL, Archaeology of Salvador ' American Anthropologist 17 3
5751,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act
5752,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating following request by Government
5753,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia under section 303 following request by Government
5754,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region under section 303 following request
5755,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region under section 303 of Cultural Property Implementation Act following request by Government
5756,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5757,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5758,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia following request by Government of El Salvador
5759,PERSON,Cara Sucia, is ,O, major site located in El Salvador near border
